,start_date,venue,innings,batting_team,bowling_team,total_runs
989,2015-05-04,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,132
990,2015-05-05,Wankhede Stadium,1,Delhi Daredevils,Mumbai Indians,152
991,2015-05-05,Wankhede Stadium,2,Mumbai Indians,Delhi Daredevils,153
992,2015-05-06,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,226
993,2015-05-06,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,88
994,2015-05-07,Brabourne Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,200
995,2015-05-07,Brabourne Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,194
996,2015-05-08,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Mumbai Indians,158
997,2015-05-08,"MA Chidambaram Stadium, Chepauk",2,Mumbai Indians,Chennai Super Kings,159
998,2015-05-09,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,183
999,2015-05-09,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,184
1000,2015-05-09,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,163
1001,2015-05-09,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,157
1002,2015-05-10,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,235
1003,2015-05-10,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,196
1004,2015-05-10,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Rajasthan Royals,157
1005,2015-05-10,"MA Chidambaram Stadium, Chepauk",2,Rajasthan Royals,Chennai Super Kings,144
1006,2015-05-11,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,185
1007,2015-05-11,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,180
1008,2015-05-12,Shaheed Veer Narayan Singh International Stadium,1,Chennai Super Kings,Delhi Daredevils,119
1009,2015-05-12,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Chennai Super Kings,120
1010,2015-05-13,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Royal Challengers Bangalore,106
1011,2015-05-13,"Punjab Cricket Association Stadium, Mohali",2,Royal Challengers Bangalore,Kings XI Punjab,84
1012,2015-05-14,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,170
1013,2015-05-14,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,166
1014,2015-05-15,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,135
1015,2015-05-15,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,83
1016,2015-05-16,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Chennai Super Kings,130
1017,2015-05-16,"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Kings XI Punjab,134
1018,2015-05-16,Brabourne Stadium,1,Rajasthan Royals,Kolkata Knight Riders,199
1019,2015-05-16,Brabourne Stadium,2,Kolkata Knight Riders,Rajasthan Royals,190
1020,2015-05-17,M Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,187
1021,2015-05-17,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,2
1022,2015-05-17,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Mumbai Indians,113
1023,2015-05-17,"Rajiv Gandhi International Stadium, Uppal",2,Mumbai Indians,Sunrisers Hyderabad,114
1024,2015-05-19,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,185
1025,2015-05-19,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,162
1026,2015-05-20,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,180
1027,2015-05-20,Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,109
1028,2015-05-22,JSCA International Stadium Complex,1,Royal Challengers Bangalore,Chennai Super Kings,139
1029,2015-05-22,JSCA International Stadium Complex,2,Chennai Super Kings,Royal Challengers Bangalore,140
1030,2015-05-24,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,202
1031,2015-05-24,Eden Gardens,2,Chennai Super Kings,Mumbai Indians,161
1032,2016-04-09,Wankhede Stadium,1,Mumbai Indians,Rising Pune Supergiants,121
1033,2016-04-09,Wankhede Stadium,2,Rising Pune Supergiants,Mumbai Indians,126
1034,2016-04-10,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,98
1035,2016-04-10,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,99
1036,2016-04-11,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Gujarat Lions,161
1037,2016-04-11,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Gujarat Lions,Kings XI Punjab,162
1038,2016-04-12,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,227
1039,2016-04-12,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,182
1040,2016-04-13,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,187
1041,2016-04-13,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,188
1042,2016-04-14,Saurashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,163
1043,2016-04-14,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,164
1044,2016-04-15,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,111
1045,2016-04-15,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,113
1046,2016-04-16,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,142
1047,2016-04-16,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,146
1048,2016-04-16,Wankhede Stadium,1,Mumbai Indians,Gujarat Lions,143
1049,2016-04-16,Wankhede Stadium,2,Gujarat Lions,Mumbai Indians,147
1050,2016-04-17,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Rising Pune Supergiants,Kings XI Punjab,152
1051,2016-04-17,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Rising Pune Supergiants,153
1052,2016-04-17,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,191
1053,2016-04-17,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,192
1054,2016-04-18,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,142
1055,2016-04-18,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,145
1056,2016-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,138
1057,2016-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,141
1058,2016-04-20,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,170
1059,2016-04-20,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,171
1060,2016-04-21,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Sunrisers Hyderabad,135
1061,2016-04-21,Saurashtra Cricket Association Stadium,2,Sunrisers Hyderabad,Gujarat Lions,137
1062,2016-04-22,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rising Pune Supergiants,183
1063,2016-04-22,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiants,Royal Challengers Bangalore,172
1064,2016-04-23,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,162
1065,2016-04-23,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,154
1066,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",1,Kings XI Punjab,Sunrisers Hyderabad,143
1067,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kings XI Punjab,146
1068,2016-04-24,Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,176
1069,2016-04-24,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,182
1070,2016-04-24,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Kolkata Knight Riders,160
1071,2016-04-24,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiants,162
1072,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,189
1073,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,164
1074,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Rising Pune Supergiants,118
1075,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",2,Rising Pune Supergiants,Sunrisers Hyderabad,94
1076,2016-04-27,Feroz Shah Kotla,1,Gujarat Lions,Delhi Daredevils,172
1077,2016-04-27,Feroz Shah Kotla,2,Delhi Daredevils,Gujarat Lions,171
1078,2016-04-28,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,174
1079,2016-04-28,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,178
1080,2016-04-29,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Gujarat Lions,195
1081,2016-04-29,Maharashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiants,195
1082,2016-04-30,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,186
1083,2016-04-30,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,159
1084,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,193
1085,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,179
1086,2016-05-01,Saurashtra Cricket Association Stadium,1,Kings XI Punjab,Gujarat Lions,154
1087,2016-05-01,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Kings XI Punjab,131
1088,2016-05-01,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiants,Mumbai Indians,159
1089,2016-05-01,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Rising Pune Supergiants,161
1090,2016-05-02,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,185
1091,2016-05-02,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,189
1092,2016-05-03,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Delhi Daredevils,149
1093,2016-05-03,Saurashtra Cricket Association Stadium,2,Delhi Daredevils,Gujarat Lions,150
1094,2016-05-04,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,164
1095,2016-05-04,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,157
1096,2016-05-05,Feroz Shah Kotla,1,Delhi Daredevils,Rising Pune Supergiants,162
1097,2016-05-05,Feroz Shah Kotla,2,Rising Pune Supergiants,Delhi Daredevils,166
1098,2016-05-06,"Rajiv Gandhi International Stadium, Uppal",1,Gujarat Lions,Sunrisers Hyderabad,126
1099,2016-05-06,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Gujarat Lions,129
1100,2016-05-07,M Chinnaswamy Stadium,1,Rising Pune Supergiants,Royal Challengers Bangalore,191
1101,2016-05-07,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiants,195
1102,2016-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Delhi Daredevils,180
1103,2016-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Delhi Daredevils,Kings XI Punjab,172
1104,2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,177
1105,2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,92
1106,2016-05-08,Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,156
1107,2016-05-08,Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,164
1108,2016-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,174
1109,2016-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,174
1110,2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiants,137
1111,2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Sunrisers Hyderabad,133
1112,2016-05-11,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,149
1113,2016-05-11,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,153
1114,2016-05-12,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Delhi Daredevils,145
1115,2016-05-12,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Sunrisers Hyderabad,150
1116,2016-05-13,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Kings XI Punjab,124
1117,2016-05-13,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kings XI Punjab,Mumbai Indians,127
1118,2016-05-14,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,248
1119,2016-05-14,M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,104
1120,2016-05-14,Eden Gardens,1,Rising Pune Supergiants,Kolkata Knight Riders,103
1121,2016-05-14,Eden Gardens,2,Kolkata Knight Riders,Rising Pune Supergiants,66
1122,2016-05-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Sunrisers Hyderabad,179
1123,2016-05-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Sunrisers Hyderabad,Kings XI Punjab,180
1124,2016-05-15,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Mumbai Indians,Delhi Daredevils,206
1125,2016-05-15,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Daredevils,Mumbai Indians,126
1126,2016-05-16,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,181
1127,2016-05-16,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,186
1128,2016-05-17,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Daredevils,Rising Pune Supergiants,121
1129,2016-05-17,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Delhi Daredevils,76
1130,2016-05-18,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,211
1131,2016-05-18,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,120
1132,2016-05-19,Green Park,1,Kolkata Knight Riders,Gujarat Lions,124
1133,2016-05-19,Green Park,2,Gujarat Lions,Kolkata Knight Riders,125
1134,2016-05-20,Shaheed Veer Narayan Singh International Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,158
1135,2016-05-20,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,161
1136,2016-05-21,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Kings XI Punjab,Rising Pune Supergiants,172
1137,2016-05-21,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rising Pune Supergiants,Kings XI Punjab,167
1138,2016-05-21,Green Park,1,Mumbai Indians,Gujarat Lions,172
1139,2016-05-21,Green Park,2,Gujarat Lions,Mumbai Indians,173
1140,2016-05-22,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,171
1141,2016-05-22,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,149
1142,2016-05-22,Shaheed Veer Narayan Singh International Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,138
1143,2016-05-22,Shaheed Veer Narayan Singh International Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,139
1144,2016-05-24,M Chinnaswamy Stadium,1,Gujarat Lions,Royal Challengers Bangalore,158
1145,2016-05-24,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Gujarat Lions,159
1146,2016-05-25,Feroz Shah Kotla,1,Sunrisers Hyderabad,Kolkata Knight Riders,162
1147,2016-05-25,Feroz Shah Kotla,2,Kolkata Knight Riders,Sunrisers Hyderabad,140
1148,2016-05-27,Feroz Shah Kotla,1,Gujarat Lions,Sunrisers Hyderabad,162
1149,2016-05-27,Feroz Shah Kotla,2,Sunrisers Hyderabad,Gujarat Lions,163
1150,2016-05-29,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,208
1151,2016-05-29,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,200
1152,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Royal Challengers Bangalore,207
1153,2017-04-05,"Rajiv Gandhi International Stadium, Uppal",2,Royal Challengers Bangalore,Sunrisers Hyderabad,172
1154,2017-04-06,Maharashtra Cricket Association Stadium,1,Mumbai Indians,Rising Pune Supergiant,183
1155,2017-04-06,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Mumbai Indians,187
1156,2017-04-07,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Kolkata Knight Riders,183
1157,2017-04-07,Saurashtra Cricket Association Stadium,2,Kolkata Knight Riders,Gujarat Lions,184
1158,2017-04-08,Holkar Cricket Stadium,1,Rising Pune Supergiant,Kings XI Punjab,163
1159,2017-04-08,Holkar Cricket Stadium,2,Kings XI Punjab,Rising Pune Supergiant,164
1160,2017-04-08,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,157
1161,2017-04-08,M.Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,142
1162,2017-04-09,"Rajiv Gandhi International Stadium, Uppal",1,Gujarat Lions,Sunrisers Hyderabad,135
1163,2017-04-09,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Gujarat Lions,140
1164,2017-04-09,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,177
1165,2017-04-09,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,180
1166,2017-04-10,Holkar Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,148
1167,2017-04-10,Holkar Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,150
1168,2017-04-11,Maharashtra Cricket Association Stadium,1,Delhi Daredevils,Rising Pune Supergiant,205
1169,2017-04-11,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Delhi Daredevils,108
1170,2017-04-12,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,158
1171,2017-04-12,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,159
1172,2017-04-13,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,170
1173,2017-04-13,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,171
1174,2017-04-14,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,142
1175,2017-04-14,M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,145
1176,2017-04-14,Saurashtra Cricket Association Stadium,1,Rising Pune Supergiant,Gujarat Lions,171
1177,2017-04-14,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Rising Pune Supergiant,172
1178,2017-04-15,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,172
1179,2017-04-15,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,155
1180,2017-04-15,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,188
1181,2017-04-15,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,137
1182,2017-04-16,Wankhede Stadium,1,Gujarat Lions,Mumbai Indians,176
1183,2017-04-16,Wankhede Stadium,2,Mumbai Indians,Gujarat Lions,177
1184,2017-04-16,M Chinnaswamy Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,161
1185,2017-04-16,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,134
1186,2017-04-17,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,168
1187,2017-04-17,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,169
1188,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,159
1189,2017-04-17,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,154
1190,2017-04-18,Saurashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Gujarat Lions,213
1191,2017-04-18,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Royal Challengers Bangalore,192
1192,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Delhi Daredevils,191
1193,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",2,Delhi Daredevils,Sunrisers Hyderabad,176
1194,2017-04-20,Holkar Cricket Stadium,1,Kings XI Punjab,Mumbai Indians,197
1195,2017-04-20,Holkar Cricket Stadium,2,Mumbai Indians,Kings XI Punjab,199
1196,2017-04-21,Eden Gardens,1,Kolkata Knight Riders,Gujarat Lions,187
1197,2017-04-21,Eden Gardens,2,Gujarat Lions,Kolkata Knight Riders,188
1198,2017-04-22,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,142
1199,2017-04-22,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,127
1200,2017-04-22,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Rising Pune Supergiant,176
1201,2017-04-22,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Sunrisers Hyderabad,179
1202,2017-04-23,Saurashtra Cricket Association Stadium,1,Kings XI Punjab,Gujarat Lions,188
1203,2017-04-23,Saurashtra Cricket Association Stadium,2,Gujarat Lions,Kings XI Punjab,162
1204,2017-04-23,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,131
1205,2017-04-23,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,49
1206,2017-04-24,Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,160
1207,2017-04-24,Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,157
1208,2017-04-26,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Kolkata Knight Riders,182
1209,2017-04-26,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Rising Pune Supergiant,184
1210,2017-04-27,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Gujarat Lions,134
1211,2017-04-27,M Chinnaswamy Stadium,2,Gujarat Lions,Royal Challengers Bangalore,135
1212,2017-04-28,Eden Gardens,1,Delhi Daredevils,Kolkata Knight Riders,160
1213,2017-04-28,Eden Gardens,2,Kolkata Knight Riders,Delhi Daredevils,161
1214,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,207
1215,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,181
1216,2017-04-29,Maharashtra Cricket Association Stadium,1,Rising Pune Supergiant,Royal Challengers Bangalore,157
1217,2017-04-29,Maharashtra Cricket Association Stadium,2,Royal Challengers Bangalore,Rising Pune Supergiant,96
1218,2017-04-29,Saurashtra Cricket Association Stadium,1,Gujarat Lions,Mumbai Indians,153
1219,2017-04-29,Saurashtra Cricket Association Stadium,2,Mumbai Indians,Gujarat Lions,153
1220,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,67
1221,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,68
1222,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,209
1223,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,161
1224,2017-05-01,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,162
1225,2017-05-01,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,165
1226,2017-05-01,Maharashtra Cricket Association Stadium,1,Gujarat Lions,Rising Pune Supergiant,161
1227,2017-05-01,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Gujarat Lions,167
1228,2017-05-02,Feroz Shah Kotla,1,Sunrisers Hyderabad,Delhi Daredevils,181
1229,2017-05-02,Feroz Shah Kotla,2,Delhi Daredevils,Sunrisers Hyderabad,189
1230,2017-05-03,Eden Gardens,1,Kolkata Knight Riders,Rising Pune Supergiant,155
1231,2017-05-03,Eden Gardens,2,Rising Pune Supergiant,Kolkata Knight Riders,158
1232,2017-05-04,Feroz Shah Kotla,1,Gujarat Lions,Delhi Daredevils,202
1233,2017-05-04,Feroz Shah Kotla,2,Delhi Daredevils,Gujarat Lions,214
1234,2017-05-05,M Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,138
1235,2017-05-05,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,119
1236,2017-05-06,"Rajiv Gandhi International Stadium, Uppal",1,Rising Pune Supergiant,Sunrisers Hyderabad,148
1237,2017-05-06,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Rising Pune Supergiant,136
1238,2017-05-06,Feroz Shah Kotla,1,Mumbai Indians,Delhi Daredevils,211
1239,2017-05-06,Feroz Shah Kotla,2,Delhi Daredevils,Mumbai Indians,66
1240,2017-05-07,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,158
1241,2017-05-07,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,159
1242,2017-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Gujarat Lions,189
1243,2017-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Gujarat Lions,Kings XI Punjab,192
1244,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,136
1245,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,140
1246,2017-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,Kings XI Punjab,Kolkata Knight Riders,167
1247,2017-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,Kolkata Knight Riders,Kings XI Punjab,153
1248,2017-05-10,Green Park,1,Gujarat Lions,Delhi Daredevils,195
1249,2017-05-10,Green Park,2,Delhi Daredevils,Gujarat Lions,197
1250,2017-05-11,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,224
1251,2017-05-11,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,223
1252,2017-05-12,Feroz Shah Kotla,1,Delhi Daredevils,Rising Pune Supergiant,168
1253,2017-05-12,Feroz Shah Kotla,2,Rising Pune Supergiant,Delhi Daredevils,161
1254,2017-05-13,Green Park,1,Gujarat Lions,Sunrisers Hyderabad,154
1255,2017-05-13,Green Park,2,Sunrisers Hyderabad,Gujarat Lions,158
